"","rg","ctr_n","ctr","yr","mn","sub","unit_type","unit_name","unit_n","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","cvs1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2"
"626","Latin America","Mexico",52,1994,8,"oaxaca","Municipality","ejutla",209,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.208850479125977,-990,0.208850479125977,-990,-990,-990,-990,-990,-990,-990,-990,-990
"627","Latin America","Mexico",52,1994,8,"oaxaca","Municipality","ejutla",209,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.577944641113281,-990,0.577944641113281,-990,-990,-990,-990,-990,-990,-990,-990,-990
"628","Latin America","Mexico",52,1994,8,"oaxaca","Municipality","tehuantepec",210,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0775816774368286,-990,0.0775816774368286,-990,-990,-990,-990,-990,-990,-990,-990,-990
"629","Latin America","Mexico",52,1994,8,"oaxaca","Municipality","tehuantepec",210,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.366498718261719,-990,0.366498718261719,-990,-990,-990,-990,-990,-990,-990,-990,-990
"630","Latin America","Mexico",52,1994,8,"oaxaca","Municipality","tehuantepec",210,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.493874855041504,-990,0.493874855041504,-990,-990,-990,-990,-990,-990,-990,-990,-990
"631","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",211,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.366696624755859,-990,0.366696624755859,-990,-990,-990,-990,-990,-990,-990,-990,-990
"632","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",211,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.144533405303955,-990,0.144533405303955,-990,-990,-990,-990,-990,-990,-990,-990,-990
"633","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",211,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.409103202819824,-990,0.409103202819824,-990,-990,-990,-990,-990,-990,-990,-990,-990
"634","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",212,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.37944580078125,-990,0.37944580078125,-990,-990,-990,-990,-990,-990,-990,-990,-990
"635","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",212,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.118972291946411,-990,0.118972291946411,-990,-990,-990,-990,-990,-990,-990,-990,-990
"636","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",212,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.424878387451172,-990,0.424878387451172,-990,-990,-990,-990,-990,-990,-990,-990,-990
"637","Latin America","Mexico",52,1994,8,"puebla","Municipality","cholula",213,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.369835510253906,-990,0.369835510253906,-990,-990,-990,-990,-990,-990,-990,-990,-990
"638","Latin America","Mexico",52,1994,8,"puebla","Municipality","cholula",213,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.133649368286133,-990,0.133649368286133,-990,-990,-990,-990,-990,-990,-990,-990,-990
"639","Latin America","Mexico",52,1994,8,"puebla","Municipality","cholula",213,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.444589691162109,-990,0.444589691162109,-990,-990,-990,-990,-990,-990,-990,-990,-990
"640","Latin America","Mexico",52,1994,8,"puebla","Municipality","atlixco",214,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.242572765350342,-990,0.242572765350342,-990,-990,-990,-990,-990,-990,-990,-990,-990
"641","Latin America","Mexico",52,1994,8,"puebla","Municipality","atlixco",214,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.170518341064453,-990,0.170518341064453,-990,-990,-990,-990,-990,-990,-990,-990,-990
"642","Latin America","Mexico",52,1994,8,"puebla","Municipality","atlixco",214,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.535404281616211,-990,0.535404281616211,-990,-990,-990,-990,-990,-990,-990,-990,-990
"643","Latin America","Mexico",52,1994,8,"puebla","Municipality","acatlán",215,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.145496368408203,-990,0.145496368408203,-990,-990,-990,-990,-990,-990,-990,-990,-990
"644","Latin America","Mexico",52,1994,8,"puebla","Municipality","acatlán",215,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.178550224304199,-990,0.178550224304199,-990,-990,-990,-990,-990,-990,-990,-990,-990
"645","Latin America","Mexico",52,1994,8,"puebla","Municipality","acatlán",215,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.63796558380127,-990,0.63796558380127,-990,-990,-990,-990,-990,-990,-990,-990,-990
"646","Latin America","Mexico",52,1994,8,"puebla","Municipality","tehuacán",216,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.282746448516846,-990,0.282746448516846,-990,-990,-990,-990,-990,-990,-990,-990,-990
"647","Latin America","Mexico",52,1994,8,"puebla","Municipality","tehuacán",216,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.128112812042236,-990,0.128112812042236,-990,-990,-990,-990,-990,-990,-990,-990,-990
"648","Latin America","Mexico",52,1994,8,"puebla","Municipality","tehuacán",216,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.545663642883301,-990,0.545663642883301,-990,-990,-990,-990,-990,-990,-990,-990,-990
"649","Latin America","Mexico",52,1994,8,"puebla","Municipality","chalchicomula",217,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.180141525268555,-990,0.180141525268555,-990,-990,-990,-990,-990,-990,-990,-990,-990
"650","Latin America","Mexico",52,1994,8,"puebla","Municipality","chalchicomula",217,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.109507761001587,-990,0.109507761001587,-990,-990,-990,-990,-990,-990,-990,-990,-990
"651","Latin America","Mexico",52,1994,8,"puebla","Municipality","chalchicomula",217,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.662787933349609,-990,0.662787933349609,-990,-990,-990,-990,-990,-990,-990,-990,-990
"652","Latin America","Mexico",52,1994,8,"puebla","Municipality","teziuatlán",218,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.197841377258301,-990,0.197841377258301,-990,-990,-990,-990,-990,-990,-990,-990,-990
"653","Latin America","Mexico",52,1994,8,"puebla","Municipality","teziuatlán",218,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.147460670471191,-990,0.147460670471191,-990,-990,-990,-990,-990,-990,-990,-990,-990
"654","Latin America","Mexico",52,1994,8,"puebla","Municipality","teziuatlán",218,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.593533782958984,-990,0.593533782958984,-990,-990,-990,-990,-990,-990,-990,-990,-990
"655","Latin America","Mexico",52,1994,8,"puebla","Municipality","chignahuapan",219,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.115038137435913,-990,0.115038137435913,-990,-990,-990,-990,-990,-990,-990,-990,-990
"656","Latin America","Mexico",52,1994,8,"puebla","Municipality","chignahuapan",219,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.125650014877319,-990,0.125650014877319,-990,-990,-990,-990,-990,-990,-990,-990,-990
"657","Latin America","Mexico",52,1994,8,"puebla","Municipality","chignahuapan",219,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.700439834594727,-990,0.700439834594727,-990,-990,-990,-990,-990,-990,-990,-990,-990
"658","Latin America","Mexico",52,1994,8,"puebla","Municipality","huachinango",220,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.167256298065186,-990,0.167256298065186,-990,-990,-990,-990,-990,-990,-990,-990,-990
"659","Latin America","Mexico",52,1994,8,"puebla","Municipality","huachinango",220,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.167213287353516,-990,0.167213287353516,-990,-990,-990,-990,-990,-990,-990,-990,-990
"660","Latin America","Mexico",52,1994,8,"puebla","Municipality","huachinango",220,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.616495513916016,-990,0.616495513916016,-990,-990,-990,-990,-990,-990,-990,-990,-990
"661","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",221,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.365388298034668,-990,0.365388298034668,-990,-990,-990,-990,-990,-990,-990,-990,-990
"662","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",221,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.128513584136963,-990,0.128513584136963,-990,-990,-990,-990,-990,-990,-990,-990,-990
"663","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",221,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.427757873535156,-990,0.427757873535156,-990,-990,-990,-990,-990,-990,-990,-990,-990
"664","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",222,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.372265129089355,-990,0.372265129089355,-990,-990,-990,-990,-990,-990,-990,-990,-990
"665","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",222,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.126039915084839,-990,0.126039915084839,-990,-990,-990,-990,-990,-990,-990,-990,-990
"666","Latin America","Mexico",52,1994,8,"puebla","Municipality","puebla",222,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.426799812316895,-990,0.426799812316895,-990,-990,-990,-990,-990,-990,-990,-990,-990
"667","Latin America","Mexico",52,1994,8,"puebla","Municipality","izúcar",223,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0849620819091797,-990,0.0849620819091797,-990,-990,-990,-990,-990,-990,-990,-990,-990
"668","Latin America","Mexico",52,1994,8,"puebla","Municipality","izúcar",223,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.272228450775146,-990,0.272228450775146,-990,-990,-990,-990,-990,-990,-990,-990,-990
"669","Latin America","Mexico",52,1994,8,"puebla","Municipality","izúcar",223,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.602851638793945,-990,0.602851638793945,-990,-990,-990,-990,-990,-990,-990,-990,-990
"670","Latin America","Mexico",52,1994,8,"puebla","Municipality","tepeaca",224,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.252369899749756,-990,0.252369899749756,-990,-990,-990,-990,-990,-990,-990,-990,-990
"671","Latin America","Mexico",52,1994,8,"puebla","Municipality","tepeaca",224,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.152789669036865,-990,0.152789669036865,-990,-990,-990,-990,-990,-990,-990,-990,-990
"672","Latin America","Mexico",52,1994,8,"puebla","Municipality","tepeaca",224,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.551909370422363,-990,0.551909370422363,-990,-990,-990,-990,-990,-990,-990,-990,-990
"673","Latin America","Mexico",52,1994,8,"queretaro","Municipality","querétaro",225,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.372835922241211,-990,0.372835922241211,-990,-990,-990,-990,-990,-990,-990,-990,-990
"674","Latin America","Mexico",52,1994,8,"queretaro","Municipality","querétaro",225,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0703967380523682,-990,0.0703967380523682,-990,-990,-990,-990,-990,-990,-990,-990,-990
"675","Latin America","Mexico",52,1994,8,"queretaro","Municipality","querétaro",225,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.497767868041992,-990,0.497767868041992,-990,-990,-990,-990,-990,-990,-990,-990,-990
"676","Latin America","Mexico",52,1994,8,"queretaro","Municipality","san juan del río",226,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.322520713806152,-990,0.322520713806152,-990,-990,-990,-990,-990,-990,-990,-990,-990
"677","Latin America","Mexico",52,1994,8,"queretaro","Municipality","san juan del río",226,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0383145546913147,-990,0.0383145546913147,-990,-990,-990,-990,-990,-990,-990,-990,-990
"678","Latin America","Mexico",52,1994,8,"queretaro","Municipality","san juan del río",226,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.603060111999512,-990,0.603060111999512,-990,-990,-990,-990,-990,-990,-990,-990,-990
"679","Latin America","Mexico",52,1994,8,"queretaro","Municipality","el marqués",227,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.182059898376465,-990,0.182059898376465,-990,-990,-990,-990,-990,-990,-990,-990,-990
"680","Latin America","Mexico",52,1994,8,"queretaro","Municipality","el marqués",227,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0525601291656494,-990,0.0525601291656494,-990,-990,-990,-990,-990,-990,-990,-990,-990
"681","Latin America","Mexico",52,1994,8,"queretaro","Municipality","el marqués",227,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.7264794921875,-990,0.7264794921875,-990,-990,-990,-990,-990,-990,-990,-990,-990
"682","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","othon p. blanco",228,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.234132041931152,-990,0.234132041931152,-990,-990,-990,-990,-990,-990,-990,-990,-990
"683","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","othon p. blanco",228,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.171328983306885,-990,0.171328983306885,-990,-990,-990,-990,-990,-990,-990,-990,-990
"684","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","othon p. blanco",228,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.542050895690918,-990,0.542050895690918,-990,-990,-990,-990,-990,-990,-990,-990,-990
"685","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","cozumel",229,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.334869995117188,-990,0.334869995117188,-990,-990,-990,-990,-990,-990,-990,-990,-990
"686","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","cozumel",229,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0992331981658936,-990,0.0992331981658936,-990,-990,-990,-990,-990,-990,-990,-990,-990
"687","Latin America","Mexico",52,1994,8,"quintana roo","Municipality","cozumel",229,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.538221588134766,-990,0.538221588134766,-990,-990,-990,-990,-990,-990,-990,-990,-990
"688","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",230,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.39109001159668,-990,0.39109001159668,-990,-990,-990,-990,-990,-990,-990,-990,-990
"689","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",230,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.104202947616577,-990,0.104202947616577,-990,-990,-990,-990,-990,-990,-990,-990,-990
"690","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",230,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.43495906829834,-990,0.43495906829834,-990,-990,-990,-990,-990,-990,-990,-990,-990
"691","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","matehuala",231,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.219603672027588,-990,0.219603672027588,-990,-990,-990,-990,-990,-990,-990,-990,-990
"692","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","matehuala",231,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0561869049072266,-990,0.0561869049072266,-990,-990,-990,-990,-990,-990,-990,-990,-990
"693","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","matehuala",231,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.683748931884766,-990,0.683748931884766,-990,-990,-990,-990,-990,-990,-990,-990,-990
"694","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","río verde",232,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.227156810760498,-990,0.227156810760498,-990,-990,-990,-990,-990,-990,-990,-990,-990
"695","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","río verde",232,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0522628927230835,-990,0.0522628927230835,-990,-990,-990,-990,-990,-990,-990,-990,-990
"696","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","río verde",232,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.677586975097656,-990,0.677586975097656,-990,-990,-990,-990,-990,-990,-990,-990,-990
"697","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad del maíz",233,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.190185642242432,-990,0.190185642242432,-990,-990,-990,-990,-990,-990,-990,-990,-990
"698","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad del maíz",233,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0648089599609375,-990,0.0648089599609375,-990,-990,-990,-990,-990,-990,-990,-990,-990
"699","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad del maíz",233,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.711658401489258,-990,0.711658401489258,-990,-990,-990,-990,-990,-990,-990,-990,-990
"700","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad valles",234,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.231191844940186,-990,0.231191844940186,-990,-990,-990,-990,-990,-990,-990,-990,-990
"701","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad valles",234,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.133152627944946,-990,0.133152627944946,-990,-990,-990,-990,-990,-990,-990,-990,-990
"702","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","ciudad valles",234,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.597488784790039,-990,0.597488784790039,-990,-990,-990,-990,-990,-990,-990,-990,-990
"703","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",235,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.333232307434082,-990,0.333232307434082,-990,-990,-990,-990,-990,-990,-990,-990,-990
"704","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",235,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.080165958404541,-990,0.080165958404541,-990,-990,-990,-990,-990,-990,-990,-990,-990
"705","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","san luis potosí",235,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.520331115722656,-990,0.520331115722656,-990,-990,-990,-990,-990,-990,-990,-990,-990
"706","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","tamazunchale",236,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0996469020843506,-990,0.0996469020843506,-990,-990,-990,-990,-990,-990,-990,-990,-990
"707","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","tamazunchale",236,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.203592891693115,-990,0.203592891693115,-990,-990,-990,-990,-990,-990,-990,-990,-990
"708","Latin America","Mexico",52,1994,8,"san luis potosi","Municipality","tamazunchale",236,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.660464553833008,-990,0.660464553833008,-990,-990,-990,-990,-990,-990,-990,-990,-990
"709","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","ahome",237,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.401635246276855,-990,0.401635246276855,-990,-990,-990,-990,-990,-990,-990,-990,-990
"710","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","ahome",237,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.098749418258667,-990,0.098749418258667,-990,-990,-990,-990,-990,-990,-990,-990,-990
"711","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","ahome",237,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.474907875061035,-990,0.474907875061035,-990,-990,-990,-990,-990,-990,-990,-990,-990
"712","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","guasave",238,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.230069999694824,-990,0.230069999694824,-990,-990,-990,-990,-990,-990,-990,-990,-990
"713","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","guasave",238,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.245382385253906,-990,0.245382385253906,-990,-990,-990,-990,-990,-990,-990,-990,-990
"714","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","guasave",238,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.49527229309082,-990,0.49527229309082,-990,-990,-990,-990,-990,-990,-990,-990,-990
"715","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",239,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.373045806884766,-990,0.373045806884766,-990,-990,-990,-990,-990,-990,-990,-990,-990
"716","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",239,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.168506164550781,-990,0.168506164550781,-990,-990,-990,-990,-990,-990,-990,-990,-990
"717","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",239,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.422953605651855,-990,0.422953605651855,-990,-990,-990,-990,-990,-990,-990,-990,-990
"718","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",240,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.332868576049805,-990,0.332868576049805,-990,-990,-990,-990,-990,-990,-990,-990,-990
"719","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",240,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.10145489692688,-990,0.10145489692688,-990,-990,-990,-990,-990,-990,-990,-990,-990
"720","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",240,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.533123168945313,-990,0.533123168945313,-990,-990,-990,-990,-990,-990,-990,-990,-990
"721","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",241,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.36003246307373,-990,0.36003246307373,-990,-990,-990,-990,-990,-990,-990,-990,-990
"722","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",241,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.11162956237793,-990,0.11162956237793,-990,-990,-990,-990,-990,-990,-990,-990,-990
"723","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","mazatlán",241,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.487177734375,-990,0.487177734375,-990,-990,-990,-990,-990,-990,-990,-990,-990
"724","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","el fuerte",242,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.235238342285156,-990,0.235238342285156,-990,-990,-990,-990,-990,-990,-990,-990,-990
"725","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","el fuerte",242,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.1343701171875,-990,0.1343701171875,-990,-990,-990,-990,-990,-990,-990,-990,-990
"726","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","el fuerte",242,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.601955833435059,-990,0.601955833435059,-990,-990,-990,-990,-990,-990,-990,-990,-990
"727","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","s. alvarado",243,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.233131427764893,-990,0.233131427764893,-990,-990,-990,-990,-990,-990,-990,-990,-990
"728","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","s. alvarado",243,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.119330759048462,-990,0.119330759048462,-990,-990,-990,-990,-990,-990,-990,-990,-990
"729","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","s. alvarado",243,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.625886039733887,-990,0.625886039733887,-990,-990,-990,-990,-990,-990,-990,-990,-990
"730","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",244,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.338454170227051,-990,0.338454170227051,-990,-990,-990,-990,-990,-990,-990,-990,-990
"731","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",244,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.147649049758911,-990,0.147649049758911,-990,-990,-990,-990,-990,-990,-990,-990,-990
"732","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",244,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.477745742797852,-990,0.477745742797852,-990,-990,-990,-990,-990,-990,-990,-990,-990
"733","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",245,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.280210285186768,-990,0.280210285186768,-990,-990,-990,-990,-990,-990,-990,-990,-990
"734","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",245,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.142052383422852,-990,0.142052383422852,-990,-990,-990,-990,-990,-990,-990,-990,-990
"735","Latin America","Mexico",52,1994,8,"sinaloa","Municipality","culiacán",245,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.54681526184082,-990,0.54681526184082,-990,-990,-990,-990,-990,-990,-990,-990,-990
"736","Latin America","Mexico",52,1994,8,"sonora","Municipality","magdalena kino",246,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.402717094421387,-990,0.402717094421387,-990,-990,-990,-990,-990,-990,-990,-990,-990
