"","id","rg","ctr_n","ctr","yr","mn","sub","unit_name","unit_type","unit_n","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2","unmarked"
"403",3,"Latin America","Colombia",57,2010,6,"antioquia","yondo","municipality",5893,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3754,3730,24,-990,1077,0.288739946380697,1077,0.288739946380697,75
"404",3,"Latin America","Colombia",57,2010,6,"antioquia","yondo","municipality",5893,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3754,3730,24,-990,130,0.0348525469168901,130,0.0348525469168901,75
"405",3,"Latin America","Colombia",57,2010,6,"antioquia","yondo","municipality",5893,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3754,3730,24,-990,2448,0.656300268096515,2448,0.656300268096515,75
"406",3,"Latin America","Colombia",57,2010,6,"antioquia","zaragoza","municipality",5895,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3891,3875,16,-990,1033,0.26658064516129,1033,0.26658064516129,74
"407",3,"Latin America","Colombia",57,2010,6,"antioquia","zaragoza","municipality",5895,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3891,3875,16,-990,146,0.0376774193548387,146,0.0376774193548387,74
"408",3,"Latin America","Colombia",57,2010,6,"antioquia","zaragoza","municipality",5895,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3891,3875,16,-990,2622,0.676645161290323,2622,0.676645161290323,74
"409",3,"Latin America","Colombia",57,2010,6,"arauca","arauca","municipality",81001,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,25824,25749,75,-990,4399,0.170841586081013,4399,0.170841586081013,294
"410",3,"Latin America","Colombia",57,2010,6,"arauca","arauca","municipality",81001,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,25824,25749,75,-990,682,0.0264864654938056,682,0.0264864654938056,294
"411",3,"Latin America","Colombia",57,2010,6,"arauca","arauca","municipality",81001,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,25824,25749,75,-990,20374,0.791254029282691,20374,0.791254029282691,294
"412",3,"Latin America","Colombia",57,2010,6,"arauca","arauquita","municipality",81065,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,4902,4868,34,-990,1914,0.393179950698439,1914,0.393179950698439,103
"413",3,"Latin America","Colombia",57,2010,6,"arauca","arauquita","municipality",81065,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,4902,4868,34,-990,260,0.0534100246507806,260,0.0534100246507806,103
"414",3,"Latin America","Colombia",57,2010,6,"arauca","arauquita","municipality",81065,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,4902,4868,34,-990,2591,0.532251437962202,2591,0.532251437962202,103
"415",3,"Latin America","Colombia",57,2010,6,"arauca","cravo norte","municipality",81220,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1191,1188,3,-990,63,0.053030303030303,63,0.053030303030303,9
"416",3,"Latin America","Colombia",57,2010,6,"arauca","cravo norte","municipality",81220,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1191,1188,3,-990,44,0.037037037037037,44,0.037037037037037,9
"417",3,"Latin America","Colombia",57,2010,6,"arauca","cravo norte","municipality",81220,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1191,1188,3,-990,1072,0.902356902356902,1072,0.902356902356902,9
"418",3,"Latin America","Colombia",57,2010,6,"arauca","fortul","municipality",81300,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2215,2197,18,-990,945,0.430131998179335,945,0.430131998179335,67
"419",3,"Latin America","Colombia",57,2010,6,"arauca","fortul","municipality",81300,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2215,2197,18,-990,145,0.0659990896677287,145,0.0659990896677287,67
"420",3,"Latin America","Colombia",57,2010,6,"arauca","fortul","municipality",81300,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2215,2197,18,-990,1040,0.473372781065089,1040,0.473372781065089,67
"421",3,"Latin America","Colombia",57,2010,6,"arauca","puerto rondon","municipality",81591,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1186,1183,3,-990,61,0.05156382079459,61,0.05156382079459,6
"422",3,"Latin America","Colombia",57,2010,6,"arauca","puerto rondon","municipality",81591,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1186,1183,3,-990,24,0.0202874049027895,24,0.0202874049027895,6
"423",3,"Latin America","Colombia",57,2010,6,"arauca","puerto rondon","municipality",81591,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1186,1183,3,-990,1092,0.923076923076923,1092,0.923076923076923,6
"424",3,"Latin America","Colombia",57,2010,6,"arauca","saravena","municipality",81736,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,9260,9184,76,-990,2276,0.247822299651568,2276,0.247822299651568,212
"425",3,"Latin America","Colombia",57,2010,6,"arauca","saravena","municipality",81736,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,9260,9184,76,-990,412,0.0448606271777003,412,0.0448606271777003,212
"426",3,"Latin America","Colombia",57,2010,6,"arauca","saravena","municipality",81736,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,9260,9184,76,-990,6284,0.684233449477352,6284,0.684233449477352,212
"427",3,"Latin America","Colombia",57,2010,6,"arauca","tame","municipality",81794,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,9202,9166,36,-990,1349,0.147174339951996,1349,0.147174339951996,90
"428",3,"Latin America","Colombia",57,2010,6,"arauca","tame","municipality",81794,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,9202,9166,36,-990,335,0.0365481125900065,335,0.0365481125900065,90
"429",3,"Latin America","Colombia",57,2010,6,"arauca","tame","municipality",81794,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,9202,9166,36,-990,7392,0.806458651538294,7392,0.806458651538294,90
"430",3,"Latin America","Colombia",57,2010,6,"atlantico","barranquilla","municipality",8001,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,217606,217326,280,-990,68574,0.315535186770106,68574,0.315535186770106,1343
"431",3,"Latin America","Colombia",57,2010,6,"atlantico","barranquilla","municipality",8001,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,217606,217326,280,-990,9498,0.0437039286601695,9498,0.0437039286601695,1343
"432",3,"Latin America","Colombia",57,2010,6,"atlantico","barranquilla","municipality",8001,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,217606,217326,280,-990,137911,0.634581228200952,137911,0.634581228200952,1343
"433",3,"Latin America","Colombia",57,2010,6,"atlantico","baranoa","municipality",8078,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,13306,13267,39,-990,3827,0.288460088942489,3827,0.288460088942489,121
"434",3,"Latin America","Colombia",57,2010,6,"atlantico","baranoa","municipality",8078,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,13306,13267,39,-990,505,0.0380643702419537,505,0.0380643702419537,121
"435",3,"Latin America","Colombia",57,2010,6,"atlantico","baranoa","municipality",8078,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,13306,13267,39,-990,8814,0.664355166955604,8814,0.664355166955604,121
"436",3,"Latin America","Colombia",57,2010,6,"atlantico","campo de la cruz","municipality",8137,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,4936,4926,10,-990,451,0.0915550142103126,451,0.0915550142103126,30
"437",3,"Latin America","Colombia",57,2010,6,"atlantico","campo de la cruz","municipality",8137,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,4936,4926,10,-990,104,0.0211124644742184,104,0.0211124644742184,30
"438",3,"Latin America","Colombia",57,2010,6,"atlantico","campo de la cruz","municipality",8137,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,4936,4926,10,-990,4341,0.881242387332521,4341,0.881242387332521,30
"439",3,"Latin America","Colombia",57,2010,6,"atlantico","candelaria","municipality",8141,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,26520,26507,13,-990,195,0.00735654732712114,195,0.00735654732712114,22
"440",3,"Latin America","Colombia",57,2010,6,"atlantico","candelaria","municipality",8141,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,26520,26507,13,-990,58,0.00218810125627193,58,0.00218810125627193,22
"441",3,"Latin America","Colombia",57,2010,6,"atlantico","candelaria","municipality",8141,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,26520,26507,13,-990,3168,0.119515599652922,3168,0.119515599652922,22
"442",3,"Latin America","Colombia",57,2010,6,"atlantico","galapa","municipality",8296,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,8549,8523,26,-990,2433,0.285462865188314,2433,0.285462865188314,76
"443",3,"Latin America","Colombia",57,2010,6,"atlantico","galapa","municipality",8296,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,8549,8523,26,-990,347,0.0407133638390238,347,0.0407133638390238,76
"444",3,"Latin America","Colombia",57,2010,6,"atlantico","galapa","municipality",8296,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,8549,8523,26,-990,5667,0.664906722984865,5667,0.664906722984865,76
"445",3,"Latin America","Colombia",57,2010,6,"atlantico","juan de acosta","municipality",8372,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,4206,4197,9,-990,973,0.231832261138909,973,0.231832261138909,20
"446",3,"Latin America","Colombia",57,2010,6,"atlantico","juan de acosta","municipality",8372,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,4206,4197,9,-990,131,0.031212771026924,131,0.031212771026924,20
"447",3,"Latin America","Colombia",57,2010,6,"atlantico","juan de acosta","municipality",8372,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,4206,4197,9,-990,3073,0.732189659280438,3073,0.732189659280438,20
"448",3,"Latin America","Colombia",57,2010,6,"atlantico","luruaco","municipality",8421,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,7119,7083,36,-990,720,0.101651842439644,720,0.101651842439644,36
"449",3,"Latin America","Colombia",57,2010,6,"atlantico","luruaco","municipality",8421,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,7119,7083,36,-990,147,0.0207539178314274,147,0.0207539178314274,36
"450",3,"Latin America","Colombia",57,2010,6,"atlantico","luruaco","municipality",8421,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,7119,7083,36,-990,6180,0.872511647606946,6180,0.872511647606946,36
"451",3,"Latin America","Colombia",57,2010,6,"atlantico","malambo","municipality",8433,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,19227,19183,44,-990,3608,0.188083198665485,3608,0.188083198665485,152
"452",3,"Latin America","Colombia",57,2010,6,"atlantico","malambo","municipality",8433,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,19227,19183,44,-990,751,0.0391492467288745,751,0.0391492467288745,152
"453",3,"Latin America","Colombia",57,2010,6,"atlantico","malambo","municipality",8433,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,19227,19183,44,-990,14672,0.764843872178491,14672,0.764843872178491,152
"454",3,"Latin America","Colombia",57,2010,6,"atlantico","manati","municipality",8436,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3610,3602,8,-990,298,0.0827318156579678,298,0.0827318156579678,12
"455",3,"Latin America","Colombia",57,2010,6,"atlantico","manati","municipality",8436,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3610,3602,8,-990,49,0.0136035535813437,49,0.0136035535813437,12
"456",3,"Latin America","Colombia",57,2010,6,"atlantico","manati","municipality",8436,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3610,3602,8,-990,3243,0.900333148250972,3243,0.900333148250972,12
"457",3,"Latin America","Colombia",57,2010,6,"atlantico","palmar de varela","municipality",8520,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,4251,4236,15,-990,955,0.225448536355052,955,0.225448536355052,41
"458",3,"Latin America","Colombia",57,2010,6,"atlantico","palmar de varela","municipality",8520,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,4251,4236,15,-990,259,0.0611425873465534,259,0.0611425873465534,41
"459",3,"Latin America","Colombia",57,2010,6,"atlantico","palmar de varela","municipality",8520,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,4251,4236,15,-990,2981,0.703729933899906,2981,0.703729933899906,41
"460",3,"Latin America","Colombia",57,2010,6,"atlantico","piojo","municipality",8549,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1807,1791,16,-990,159,0.0887772194304858,159,0.0887772194304858,23
"461",3,"Latin America","Colombia",57,2010,6,"atlantico","piojo","municipality",8549,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1807,1791,16,-990,32,0.0178671133445003,32,0.0178671133445003,23
"462",3,"Latin America","Colombia",57,2010,6,"atlantico","piojo","municipality",8549,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1807,1791,16,-990,1577,0.880513679508654,1577,0.880513679508654,23
"463",3,"Latin America","Colombia",57,2010,6,"atlantico","polonuevo","municipality",8558,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,4039,4002,37,-990,1071,0.267616191904048,1071,0.267616191904048,24
"464",3,"Latin America","Colombia",57,2010,6,"atlantico","polonuevo","municipality",8558,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,4039,4002,37,-990,166,0.0414792603698151,166,0.0414792603698151,24
"465",3,"Latin America","Colombia",57,2010,6,"atlantico","polonuevo","municipality",8558,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,4039,4002,37,-990,2741,0.684907546226887,2741,0.684907546226887,24
"466",3,"Latin America","Colombia",57,2010,6,"atlantico","ponedera","municipality",8560,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,5140,5126,14,-990,418,0.0815450643776824,418,0.0815450643776824,48
"467",3,"Latin America","Colombia",57,2010,6,"atlantico","ponedera","municipality",8560,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,5140,5126,14,-990,124,0.0241904018728053,124,0.0241904018728053,48
"468",3,"Latin America","Colombia",57,2010,6,"atlantico","ponedera","municipality",8560,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,5140,5126,14,-990,4536,0.884900507218104,4536,0.884900507218104,48
"469",3,"Latin America","Colombia",57,2010,6,"atlantico","puerto colombia","municipality",8573,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,8994,8970,24,-990,3347,0.373132664437012,3347,0.373132664437012,61
"470",3,"Latin America","Colombia",57,2010,6,"atlantico","puerto colombia","municipality",8573,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,8994,8970,24,-990,327,0.0364548494983278,327,0.0364548494983278,61
"471",3,"Latin America","Colombia",57,2010,6,"atlantico","puerto colombia","municipality",8573,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,8994,8970,24,-990,5132,0.572129319955407,5132,0.572129319955407,61
"472",3,"Latin America","Colombia",57,2010,6,"atlantico","repelon","municipality",8606,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6267,6241,26,-990,528,0.0846018266303477,528,0.0846018266303477,45
"473",3,"Latin America","Colombia",57,2010,6,"atlantico","repelon","municipality",8606,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6267,6241,26,-990,153,0.0245153020349303,153,0.0245153020349303,45
"474",3,"Latin America","Colombia",57,2010,6,"atlantico","repelon","municipality",8606,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6267,6241,26,-990,5515,0.883672488383272,5515,0.883672488383272,45
"475",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanagrande","municipality",8634,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,7083,7058,25,-990,1414,0.200340039671295,1414,0.200340039671295,80
"476",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanagrande","municipality",8634,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,7083,7058,25,-990,354,0.0501558515160102,354,0.0501558515160102,80
"477",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanagrande","municipality",8634,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,7083,7058,25,-990,5210,0.738169453102862,5210,0.738169453102862,80
"478",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanalarga","municipality",8638,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,24048,24000,48,-990,4627,0.192791666666667,4627,0.192791666666667,160
"479",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanalarga","municipality",8638,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,24048,24000,48,-990,774,0.03225,774,0.03225,160
"480",3,"Latin America","Colombia",57,2010,6,"atlantico","sabanalarga","municipality",8638,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,24048,24000,48,-990,14781,0.615875,14781,0.615875,160
"481",3,"Latin America","Colombia",57,2010,6,"atlantico","santa lucia","municipality",8675,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2941,2930,11,-990,164,0.0559726962457338,164,0.0559726962457338,13
"482",3,"Latin America","Colombia",57,2010,6,"atlantico","santa lucia","municipality",8675,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2941,2930,11,-990,57,0.0194539249146758,57,0.0194539249146758,13
"483",3,"Latin America","Colombia",57,2010,6,"atlantico","santa lucia","municipality",8675,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2941,2930,11,-990,2696,0.920136518771331,2696,0.920136518771331,13
"484",3,"Latin America","Colombia",57,2010,6,"atlantico","santo tomas","municipality",8685,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6069,6050,19,-990,2002,0.330909090909091,2002,0.330909090909091,37
"485",3,"Latin America","Colombia",57,2010,6,"atlantico","santo tomas","municipality",8685,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6069,6050,19,-990,321,0.0530578512396694,321,0.0530578512396694,37
"486",3,"Latin America","Colombia",57,2010,6,"atlantico","santo tomas","municipality",8685,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6069,6050,19,-990,3690,0.609917355371901,3690,0.609917355371901,37
"487",3,"Latin America","Colombia",57,2010,6,"atlantico","soledad","municipality",8758,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,66213,66086,127,-990,17460,0.264201192385679,17460,0.264201192385679,516
"488",3,"Latin America","Colombia",57,2010,6,"atlantico","soledad","municipality",8758,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,66213,66086,127,-990,2971,0.0449565717398541,2971,0.0449565717398541,516
"489",3,"Latin America","Colombia",57,2010,6,"atlantico","soledad","municipality",8758,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,66213,66086,127,-990,45139,0.683034228126986,45139,0.683034228126986,516
"490",3,"Latin America","Colombia",57,2010,6,"atlantico","suan","municipality",8770,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3015,3004,11,-990,282,0.0938748335552596,282,0.0938748335552596,7
"491",3,"Latin America","Colombia",57,2010,6,"atlantico","suan","municipality",8770,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3015,3004,11,-990,47,0.0156458055925433,47,0.0156458055925433,7
"492",3,"Latin America","Colombia",57,2010,6,"atlantico","suan","municipality",8770,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3015,3004,11,-990,2668,0.88814913448735,2668,0.88814913448735,7
"493",3,"Latin America","Colombia",57,2010,6,"atlantico","tubara","municipality",8832,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3638,3623,15,-990,913,0.252001104057411,913,0.252001104057411,27
"494",3,"Latin America","Colombia",57,2010,6,"atlantico","tubara","municipality",8832,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3638,3623,15,-990,136,0.0375379519735026,136,0.0375379519735026,27
"495",3,"Latin America","Colombia",57,2010,6,"atlantico","tubara","municipality",8832,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3638,3623,15,-990,2547,0.703008556444935,2547,0.703008556444935,27
"496",3,"Latin America","Colombia",57,2010,6,"atlantico","usiacuri","municipality",8849,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2588,2577,11,-990,511,0.198292588280947,511,0.198292588280947,10
"497",3,"Latin America","Colombia",57,2010,6,"atlantico","usiacuri","municipality",8849,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2588,2577,11,-990,64,0.0248350795498642,64,0.0248350795498642,10
"498",3,"Latin America","Colombia",57,2010,6,"atlantico","usiacuri","municipality",8849,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2588,2577,11,-990,1992,0.772991850989523,1992,0.772991850989523,10
"499",3,"Latin America","Colombia",57,2010,6,"bogota","bogota, d.c.","municipality",11001,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394693,2392414,2279,-990,824923,0.344807796643892,824923,0.344807796643892,37304
"500",3,"Latin America","Colombia",57,2010,6,"bogota","bogota, d.c.","municipality",11001,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394693,2392414,2279,-990,81257,0.0339644392651105,81257,0.0339644392651105,37304
"501",3,"Latin America","Colombia",57,2010,6,"bogota","bogota, d.c.","municipality",11001,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394693,2392414,2279,-990,1448930,0.605635145087765,1448930,0.605635145087765,37304
"502",3,"Latin America","Colombia",57,2010,6,"bolivar","cartagena","municipality",13001,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,197236,196938,298,-990,61151,0.310508891123095,61151,0.310508891123095,1235
"503",3,"Latin America","Colombia",57,2010,6,"bolivar","cartagena","municipality",13001,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,197236,196938,298,-990,7071,0.0359047009718795,7071,0.0359047009718795,1235
"504",3,"Latin America","Colombia",57,2010,6,"bolivar","cartagena","municipality",13001,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,197236,196938,298,-990,127481,0.647315398754938,127481,0.647315398754938,1235
"505",3,"Latin America","Colombia",57,2010,6,"bolivar","achi","municipality",13006,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6145,6126,19,-990,304,0.049624551093699,304,0.049624551093699,18
"506",3,"Latin America","Colombia",57,2010,6,"bolivar","achi","municipality",13006,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6145,6126,19,-990,65,0.0106105125693764,65,0.0106105125693764,18
"507",3,"Latin America","Colombia",57,2010,6,"bolivar","achi","municipality",13006,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6145,6126,19,-990,5739,0.936826640548482,5739,0.936826640548482,18
"508",3,"Latin America","Colombia",57,2010,6,"bolivar","altos del rosario","municipality",13030,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394,2383,11,-990,98,0.0411246328157784,98,0.0411246328157784,10
"509",3,"Latin America","Colombia",57,2010,6,"bolivar","altos del rosario","municipality",13030,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394,2383,11,-990,35,0.014687368862778,35,0.014687368862778,10
"510",3,"Latin America","Colombia",57,2010,6,"bolivar","altos del rosario","municipality",13030,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2394,2383,11,-990,2240,0.939991607217793,2240,0.939991607217793,10
"511",3,"Latin America","Colombia",57,2010,6,"bolivar","arenal","municipality",13042,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1866,1862,4,-990,98,0.0526315789473684,98,0.0526315789473684,1
"512",3,"Latin America","Colombia",57,2010,6,"bolivar","arenal","municipality",13042,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1866,1862,4,-990,82,0.0440386680988185,82,0.0440386680988185,1
"513",3,"Latin America","Colombia",57,2010,6,"bolivar","arenal","municipality",13042,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1866,1862,4,-990,1681,0.902792696025779,1681,0.902792696025779,1
"514",3,"Latin America","Colombia",57,2010,6,"bolivar","arjona","municipality",13052,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,15394,15345,49,-990,3254,0.212056044314109,3254,0.212056044314109,191
"515",3,"Latin America","Colombia",57,2010,6,"bolivar","arjona","municipality",13052,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,15394,15345,49,-990,501,0.0326490713587488,501,0.0326490713587488,191
"516",3,"Latin America","Colombia",57,2010,6,"bolivar","arjona","municipality",13052,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,15394,15345,49,-990,11399,0.742847833170414,11399,0.742847833170414,191
"517",3,"Latin America","Colombia",57,2010,6,"bolivar","arroyo hondo","municipality",13062,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2022,2013,9,-990,67,0.0332836562344759,67,0.0332836562344759,10
"518",3,"Latin America","Colombia",57,2010,6,"bolivar","arroyo hondo","municipality",13062,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2022,2013,9,-990,35,0.0173869846000994,35,0.0173869846000994,10
